"Id","Label","Country"
"commercial-bank-of-dubai-psc-dubai-united-arab-emirates-are","Commercial Bank of Dubai, P.S.C. ","United Arab Emirates"
"commercial-bank-of-kuwait-sak-safat-kuwait-kwt","Commercial Bank of Kuwait Sak","Kuwait"
"commercial-bank-of-qatar-ltd","Commercial Bank of Qatar Ltd","Qatar"
"commercial-innovation-bank-ukrsibbank-kiev-ukraine-ukr","Commercial Innovation Bank Ukrsibbank","Ukraine"
"commercial-international-bank","Commercial International Bank","Egypt"
"commerzbank-a-g-frankfurt-germany-deu","Commerzbank A G","Germany"
"commerzbank-ag","Commerzbank AG","Germany"
"commerzbank-ag-frankfurt-am-main-germany-deu","Commerzbank A.G.","Germany"
"commerzbank-ag-frankfurt-germany-deu","Commerzbank AG","Germany"
"commerzbank-ag-germany-deu","Commerzbank AG","Germany"
"common-wealth-bank-medan-indonesia-idn","Common Wealth Bank","Indonesia"
"commonwealth-bank-of-australia","Commonwealth Bank of Australia","Australia"
"commonwealth-bank-of-australia-ho-chi-minh-city-vietnam-vnm","Commonwealth Bank of Australia","Vietnam"
"commonwealth-bank-of-australia-sidney-australia-aus","Commonwealth Bank of Australia","Australia"
"commonwealth-bank-of-australia-sydney-australia-aus","Commonwealth Bank of Australia Sydney","Australia"
"compagnie-bancaire-switzerland-che","Compagnie Bancaire","Switzerland"
"compass-bank-houston-texas-united-states-usa","Compass Bank","United States"
"continental-dpr-finance-company-peru-per","Continental DPR Finance Company","Peru"
"cor-clearing-llc","Cor Clearing, Llc ","United States"
"coutts-and-co-ltd-singapore-sgp","Coutts And Co Ltd.","Singapore"
"coutts-and-company","Coutts And Company","United Kingdom"
"coutts-and-company-london-england-gbr","Coutts And Company","United Kingdom"
"coutts-and-company-london-uk-gbr","Coutts And Company","United Kingdom"
"coutts-bank-von-ernst-ltd","Coutts Bank Von Ernst Ltd. ","Switzerland"
"coutts-bank-von-ernst-ltd-switzerland-che","Coutts Bank Von Ernst Ltd","Switzerland"
"coutts-co-ltd-switzerland-che","Coutts & Co Ltd","Switzerland"
"credicorp-bank","Credicorp Bank","Panama"
"credicorp-bank-panama-pan","Credicorp Bank","Panama"
"credicorp-bank-panama-panama-pan","Credicorp Bank","Panama"
"credicorp-bank-sa","Credicorp Bank S.A","Panama"
"credit-agricole","Credit Agricole","Switzerland"
"credit-agricole-suisse-s-a-geneva-switzerland-che","Credit Agricole Suisse S A","Switzerland"
"credit-agricole-suisse-sa-che","Credit Agricole","Switzerland"
"credit-agricole-suisse-sa-geneva-switzerland-che","Credit Agricole","Switzerland"
"credit-bank-ltd-mumbai-india-ind","Credit Bank, Ltd. ","India"
"credit-bank-of-moscow-ojsc","Credit Bank of Moscow OJSC","Russia"
"credit-bank-of-moscow-ojsc-moscow-russia-rus","Credit Bank of Moscow OJSC","Russia"
"credit-bank-snoras-lithuania-ltu","Credit Bank Snoras","Lithuania"
"credit-dnepr-bank","Credit Dnepr Bank","Ukraine"
"credit-europe-bank-dubai-ltd-dubai-uae-are","Credit Europe Bank","United Arab Emirates"
"credit-europe-bank-ltd-moscow-russia-rus","Credit Europe Bank Ltd.","Russia"
"credit-europe-bank-nv","Credit Europe Bank N.V.","Netherlands"
"credit-europe-bank-nv-amsterdam-netherlands-nld","Credit Europe Bank N.V.","Netherlands"
"credit-libanais-sal-account-lebanon-lbn","Credit Libanais S.A.L. Account","Lebanon"
"credit-libanais-sal-lebanon-lbn","Credit Libanais S.A.L.","Lebanon"
"credit-suisse","Credit Suisse","Switzerland"
"credit-suisse-ag","Credit Suisse AG","Switzerland"
"credit-suisse-ag-geneva-switzerland-che","Credit Suisse AG","Switzerland"
"credit-suisse-ag-hong-kong-hkg","Credit Suisse AG","Hong Kong"
"credit-suisse-ag-lausanne-switzerland-che","Credit Suisse AG","Switzerland"
"credit-suisse-ag-london-england-gbr","Credit Suisse AG","United Kingdom"
"credit-suisse-ag-singapore-branch","Credit Suisse Ag, Singapore Branch","Singapore"
"credit-suisse-ag-switzerland-che","Credit Suisse AG","Switzerland"
"credit-suisse-ag-winterthur-switzerland-che","Credit Suisse AG","Switzerland"
"credit-suisse-ag-zurich-ch-che","Credit Suisse AG","Switzerland"
"credit-suisse-ag-zurich-che","Credit Suisse AG","Switzerland"
"credit-suisse-ag-zurich-switzerland-che","Credit Suisse Ag (Zurich, Switzerland)","Switzerland"
"credit-suisse-ag-zurichswitzerland-che","Credit Suisse AG","Switzerland"
"credit-suisse-first-boston-lausanne-switzerland-che","Credit Suisse First Boston","Switzerland"
"credit-suisse-geneva-switzerland-che","Credit Suisse,","Switzerland"
"credit-suisse-hong-kong-hkg","Credit Suisse","Hong Kong"
"credit-suisse-international","Credit Suisse International","United Kingdom"
"credit-suisse-international-london-gbr","Credit Suisse International","United Kingdom"
"credit-suisse-international-london-uk-gbr","Credit Suisse International","United Kingdom"
"credit-suisse-kowloon-hong-kong-hkg","Credit Suisse","Hong Kong"
"credit-suisse-monaco-monte-carlo-monaco-mco","Credit Suisse","Monaco"
"credit-suisse-nassau-br-private-bkg-zurich-switzerland-che","Credit Suisse Nassau Br Private Bkg","Switzerland"
"credit-suisse-securities","Credit Suisse Securities","United Kingdom"
"credit-suisse-securities-europe-limited-london-england-gbr","Credit Suisse Securities","United Kingdom"
"credit-suisse-singapore-branch","Credit Suisse, Singapore Branch","Singapore"
"credit-suisse-singapore-branch-sgp","Credit Suisse","Singapore"
"credit-suisse-singapore-branch-singapore-sgp","Credit Suisse, Singapore Branch","Singapore"
"credit-suisse-singapore-sgp","Credit Suisse","Singapore"
"credit-suisse-switzerland-che","Credit Suisse","Switzerland"
"credit-suisse-switzerland-ltd","Credit Suisse Switzerland Ltd","Switzerland"
"credit-suisse-switzerland-ltd-zurich-switzerland-che","Credit Suisse Switzerland Ltd","Switzerland"
"credit-suisse-uk-ltd-london-uk-gbr","Credit Suisse","United Kingdom"
"credit-suisse-zurich-switzerland-che","Credit Suisse (Zurich, Switzerland)","Switzerland"
"credit-to-euroclear-bank-sa-brussels-belgium-bel","Credit To Euroclear Bank SA","Belgium"
"credit-toltb-bank-riga-latvia-lva","Credit Toltb Bank","Latvia"
"credit-union-australia-ltd","Credit Union Australia Ltd","Australia"
"credit-union-central-british-columbia-can","Credit Union Central","Canada"
"credit-union-payment-center-ltd","Credit Union 'Payment Center' Ltd","Russia"
"credit-union-payment-center-ltd-novosibirsk-russia-rus","Credit Union Payment Center Ltd","Russia"
"creditsuisse","Creditsuisse","United Kingdom"
"credt-suisse-singapore-credit-suisse-zurich-che","Credt Suisse","Switzerland"
"credt-suisse-singapore-sgp","Credt Suisse","Singapore"
"cs","Cs","United Kingdom"
"cscbank-sal-beirut-lebanon-lbn","Cscbank Sal","Lebanon"
"ctbc-bank-co-ltd","CTBC Bank Co. Ltd","Taiwan"
"ctbc-bank-co-ltd-hong-kong-branch-hong-kong-hkg","CTBC Bank Co Ltd Hong Kong Branch","Hong Kong"
"ctbc-bank-co-ltd-hong-kong-hkg","CTBC Bank Co Ltd.","Hong Kong"
"ctbc-bank-co-ltd-singapore-sgp","CTBC Bank Co., Ltd","Singapore"
"ctbc-bank-co-ltd-taipei-taiwan-twn","CTBC Bank Co., Ltd","Taiwan"
"ctbc-bank-coltd-hong-kong-branch-hong-kong-hkg","CTBC Bank Co.,Ltd., Hong Kong Branch","Hong Kong"
"ctbc-bank-coltd-hong-kong-hkg","CTBC Bank Co.,Ltd.,","Hong Kong"
"ctbc-bank-corp-usa","CTBC Bank Corp.  Usa","United States"
"cyprus-development-bank-cyprus-cyp","Cyprus Development Bank","Cyprus"
"cyprus-development-bank-nicosia-cyprus-cyp","Cyprus Development Bank","Cyprus"
"cyprus-development-bank-public","Cyprus Development Bank Public","Cyprus"
"cyprus-popular-bank","Cyprus Popular Bank","Cyprus"
"cyprus-popular-bank-limited","Cyprus Popular Bank Limited","Cyprus"
"cyprus-popular-bank-ltd","Cyprus Popular Bank Ltd","Cyprus"
"cyprus-popular-bank-public-co-ltd","Cyprus Popular Bank Public Co Ltd","Cyprus"
"cyprus-popular-bank-public-co-ltd-cyprus-cyp","Cyprus Popular Bank Public Co Ltd","Cyprus"
"cyprus-popular-bank-public-co-ltd-nicosia-cyprus-cyp","Cyprus Popular Bank Public Co Ltd","Cyprus"
"da-afghanistan-bank","Da Afghanistan Bank","Afghanistan"
"da-afghanistan-bank-kabul-afghanistan-afg","Da Afghanistan Bank","Afghanistan"
"danske-bank-a-s","Danske Bank A S","Estonia"
"danske-bank-a-s-estonia-branch","Danske Bank A S Estonia Branch","Estonia"
"danske-bank-as","Danske Bank AS","Lithuania"
"danske-bank-as-denmark-dnk","Danske Bank A/S","Denmark"
"danske-bank-as-estonia-branch","Danske Bank A/S, Estonia Branch","Estonia"
"danske-bank-as-estonia-branch-estonia-est","Danske Bank A/S Estonia Branch","Estonia"
"danske-bank-as-estonia-branch-tallinn-estonia-est","Danske Bank A/S, Estonia Branch","Estonia"
"danske-bank-as-lithuania-branch","Danske Bank A/S Lithuania Branch","Lithuania"
"danske-bank-as-tallinn-estonia-est","Danske Bank AS","Estonia"
"danske-bank-lv-lva","Danske Bank","Latvia"
"danskebank-as-tallinn-estonia-est","Danskebank AS","Estonia"
"db-ag-london-commission-sharing","Db AG London Commission Sharing","United Kingdom"
"dbs-bank","DBS Bank","Hong Kong"
"dbs-bank-china-limited-qingdao-china-chn","DBS Bank","China"
"dbs-bank-china-ltd-singapore-sgp","DBS Bank","Singapore"
"dbs-bank-hong-kong-hkg","DBS Bank","Hong Kong"
"dbs-bank-hong-kong-limited-hong-kong-hkg","DBS Bank Hong Kong Limited","Hong Kong"
"dbs-bank-hong-kong-ltd-hong-kong-hkg","DBS Bank","Hong Kong"
"dbs-bank-ltd","DBS Bank Ltd","Singapore"
"dbs-bank-ltd-hong-kong-hkg","DBS Bank Ltd","Hong Kong"
"dbs-bank-ltd-singapore","DBS Bank Ltd, Singapore","Singapore"
"dbs-bank-ltd-singapore-sgp","DBS Bank Ltd.","Singapore"
"dbs-bank-ltd-singapore-singapore-sgp","DBS Bank Ltd, Singapore","Singapore"
"dbs-banktaiwan-ltd-taipei-taiwan-twn","DBS Bank(Taiwan) Ltd","Taiwan"
"de-surinaamsche-bank-n-v-paramaribo-suriname-sur","De Surinaamsche Bank N V","Suriname"
"denizbank","Denizbank","Turkey"
"denizbank-a-s","Denizbank A S","Turkey"
"denizbank-ag-vienna-austria-aut","Denizbank AG","Austria"
"denizbank-as-bahrain-branch","Denizbank AS Bahrain Branch","Bahrain"
"denizbank-as-bahrain-branch-obu-manama-bahrain-bhr","Denizbank AS Bahrain Branch","Bahrain"
"denizbank-as-istanbul-turkey-tur","Denizbank A.S.","Turkey"
"denizbank-istanbul-turkey-tur","Denizbank","Turkey"
"desjardins-bank","Desjardins Bank","United States"
"deutsche-bank","Deutsche Bank","United Kingdom"
"deutsche-bank-a-g-frankfurt-germany-deu","Deutsche Bank A G","Germany"
"deutsche-bank-ag","Deutsche Bank AG","United States"
"deutsche-bank-ag-abu-dhabi-branch-abu-dhabi-united-arab-emirates-are","Deutsche Bank AG Abu Dhabi Branch","United Arab Emirates"
"deutsche-bank-ag-abu-dhabi-uae-are","Deutsche Bank AG","United Arab Emirates"
"deutsche-bank-ag-amsterdam","Deutsche Bank AG Amsterdam","Netherlands"
"deutsche-bank-ag-amsterdam-netherlands-nld","Deutsche Bank AG","Netherlands"
"deutsche-bank-ag-amsterdam-nld","Deutsche Bank AG","Netherlands"
"deutsche-bank-ag-bangalore-india-ind","Deutsche Bank AG","India"
"deutsche-bank-ag-belgium-bel","Deutsche Bank AG","Belgium"
"deutsche-bank-ag-germany-deu","Deutsche Bank AG","Germany"
"deutsche-bank-ag-hamburg-germany-deu","Deutsche Bank AG","Germany"
"deutsche-bank-ag-hong-kong-hkg","Deutsche Bank AG","Hong Kong"
"deutsche-bank-ag-hong-kong-ubs-ag-switzerland-b-che","Deutsche Bank Ag","Switzerland"
"deutsche-bank-ag-international-equities","Deutsche Bank AG International Equities","United Kingdom"
"deutsche-bank-ag-londo-england-gbr","Deutsche Bank AG","United Kingdom"
"deutsche-bank-ag-london-branch-gbr","Deutsche Bank AG -- London Branch","United Kingdom"
"deutsche-bank-ag-london-england-gbr","Deutsche Bank AG","United Kingdom"
"deutsche-bank-ag-london-gbr","Deutsche Bank AG","United Kingdom"
"deutsche-bank-ag-prague-czech-republic-cze","Deutsche Bank AG","Czech Republic"
"deutsche-bank-ag-singapore-sgp","Deutsche Bank AG","Singapore"
"deutsche-bank-ag-stuttgart-germany-deu","Deutsche Bank AG","Germany"
"deutsche-bank-ag-taunusanlage-12","Deutsche Bank AG Taunusanlage 12","Germany"
"deutsche-bank-ag-united-kingdom-gbr","Deutsche Bank Ag","United Kingdom"
"deutsche-bank-aglondon-england-gbr","Deutsche Bank A.G.(London, England)","United Kingdom"
"deutsche-bank-amsterdam-nld","Deutsche Bank","Netherlands"
"deutsche-bank-germany-deu","Deutsche Bank","Germany"
"deutsche-bank-in-ind","Deutsche Bank","India"
"deutsche-bank-mauritius-ltd","Deutsche Bank Mauritius Ltd","Mauritius"
"deutsche-bank-mauritius-ltd-mauritius-mus","Deutsche Bank","Mauritius"
"deutsche-bank-mauritius-mus","Deutsche Bank","Mauritius"
"deutsche-bank-nederland-nv","Deutsche Bank Nederland NV","Netherlands"
"deutsche-bank-ooo","Deutsche Bank Ooo","Russia"
"deutsche-bank-privat-und","Deutsche Bank Privat - Und","Germany"
"deutsche-bank-privat-und-geschaefts","Deutsche Bank Privat-Und Geschaefts","Germany"
"deutsche-bank-securities-inc","Deutsche Bank Securities Inc","United States"
"deutsche-bank-trust-co-americas","Deutsche Bank Trust Co Americas","United States"
"deutsche-bank-trust-co-americas-foreign-exchange-europe-fund-new-york-ny-usa","Deutsche Bank Trust Co.  Americas","United States"
"deutsche-bank-trust-co-americas-new-york-ny-usa","Deutsche Bank Trust Co Americas","United States"
"deutsche-bank-trust-company-americas","Deutsche Bank Trust Company Americas","United States"
"deutsche-bank-uk-gbr","Deutsche Bank","United Kingdom"
"deutsche-bk-trust-co-americas-new-york-ny-usa","Deutsche Bk Trust Co Americas","United States"
"deutsche-postbank-ag","Deutsche Postbank AG","Germany"
"diamond-bank-benin-sa","Diamond Bank Benin SA","Benin"
"diamondbank-togo","Diamondbank Togo","Togo"
"dms-bank-and-trust-ltd-grand-cayman-cym","DMS Bank And Trust Ltd","Cayman Islands"
"dms-bank-trust-ltd","DMS Bank & Trust Ltd.","Cayman Islands"
"dms-bank-trust-ltd-cayman-islands-cym","DMS Bank & Trust Ltd","Cayman Islands"
"dms-bank-trust-ltd-georgetown-cayman-island-cym","DMS Bank & Trust Ltd","Cayman Islands"
"dms-bank-trust-ltd-georgetown-cayman-islands-cym","DMS Bank & Trust Ltd.","Cayman Islands"
"dnb-asia-ltd","DNB Asia Ltd.","Singapore"
"dnb-bank-asa","DNB Bank Asa","United States"
"dnb-bank-asa-moscow-russia-rus","DNB Bank Asa","Russia"
"dnb-bank-asa-oslo-norway-nor","DNB Bank Asa","Norway"
"dnb-bankas-vilnius-lithuania-ltu","DNB Bankas","Lithuania"
"dnb-nor-bank-asa","DNB Nor Bank Asa","United Kingdom"
"dnb-nor-bank-asa-london-england-gbr","DNB Nor Bank Asa","United Kingdom"
"dnb-nor-bank-asa-new-york-ny-usa","DNB Nor Bank Asa,","United States"
"dnb-nor-bank-asa-oslo-norway-nor","DNB Nor Bank Asa","Norway"
"dnb-nor-bank-asa-singapore-sgp","DNB Nor Bank Asa","Singapore"
"dnb-nor-bankasa-new-york-usa","DNB Nor Bankasa","United States"
"donghorbank-joint-stock-company-donetsk-ukraine-ukr","Donghorbank Joint-Stock Company","Ukraine"
"dresdner-bank","Dresdner Bank","Switzerland"
"dubai-islamic-bank","Dubai Islamic Bank","United Arab Emirates"
"dz-bank-hong-kong-hkg","Dz Bank","Hong Kong"
"e-gutzwiller-cie-banquiers-switzerland-che","E. Gutzwiller & Cie Banquiers","Switzerland"
"e-sun-bank-taipei-taiwan-twn","E Sun Bank","Taiwan"
"e-sun-commercial-bank-ltd","E. Sun Commercial Bank Ltd.","Hong Kong"
"e-sun-commercial-bank-ltd-hong-kong-hkg","E. Sun Commercial Bank Ltd","Hong Kong"
"e-sun-commercial-bank-ltd-wanchai-hong-kong-hkg","E. Sun Commercial Bank Ltd","Hong Kong"
"e-trade-clearing-llc-arlington-va-us-usa","E Trade Clearing Llc","United States"
"e-trade-clearing-llc-arlington-va-usa","E Trade Clearing Llc","United States"
"east-west-bank-elmonte-ca-usa","East West Bank","United States"
"east-west-bank-san-marino-california-usa","East- West Bank","United States"
"east-west-united-bank-sa-luxemburg-lux","East-West United Bank S.A.","Luxemburg"
"eastern-national-bank-fl-us-usa","Eastern National Bank","United States"
"ebna-bank-n-v-willemsted-curacao-cuw","EBNA Bank N V","Curacao"
"ebna-bank-nv","EBNA Bank NV","Curacao"
"ebna-bank-nv-curacao-cuw","EBNA Bank NV","Curacao"
"ebna-bank-nv-willemstad-curacao-cuw","EBNA Bank NV","Curacao"
"ecobank-republique-democratique-du-congo","Ecobank, Republique Democratique Du Congo","Democratic Republic Of The Congo"
"economy-bank-n-v-amstelveen-netherlands-nld","Economy Bank N V","Netherlands"
"edmond-de-rothschild-europe","Edmond De Rothschild Europe","Luxembourg"
"edmund-de-rothschild-suisse-sa-geneva-switzerland-che","Edmund De Rothschild","Switzerland"
"eesti-krediidibank-tallinn-estonia-est","Eesti Krediidibank","Estonia"
"eesti-krediidipank-tallinn-estonia-est","Eesti Krediidipank","Estonia"
"eesti-kreditban","Eesti Kreditban","Estonia"
"eesti-kreditbank","Eesti Kreditbank","Estonia"
"eesti-kreditbank-tallinn-estonia-est","Eesti Kreditbank","Estonia"
"efg-bank","EFG Bank","Switzerland"
"efg-bank-ag","EFG Bank AG","Switzerland"
"efg-bank-ag-hong-kong-branch","EFG Bank Ag, Hong Kong Branch","Hong Kong"
"efg-bank-singapore-sgp","EFG Bank","Singapore"
"efg-bank-switzerland-che","EFG Bank","Switzerland"
"efg-bank-zurich-switzerland-che","EFG Bank","Switzerland"
"efg-bankzurich-switzerland-che","EFG Bank.(Zurich Switzerland)","Switzerland"
"efg-eurobank-ergasias-sa","EFG Eurobank Ergasias S.A.","Greece"
"efg-private-bank-limited","EFG Private Bank Limited","United Kingdom"
"efg-private-bank-ltd-london-england-gbr","EFG Private Bank Ltd","United Kingdom"
"egyptian-arab-land-bank-s-a-e","Egyptian Arab Land Bank S A E","Jordan"
"ekaterinburg-branch-of-the-transcreditbank","Ekaterinburg Branch of The Transcreditbank","Russia"
"emirates-bank-international-limited","Emirates Bank International Limited","United Arab Emirates"
"emirates-bank-international-ltd-united-arab-emirates-are","Emirates Bank International Ltd","United Arab Emirates"
"emirates-nbd-bank","Emirates Nbd Bank","United Arab Emirates"
"emirates-nbd-bank-pjsc","Emirates Nbd Bank PJSC","United Arab Emirates"
"emirates-nbd-bank-pjsc-deira-dubai-uae-are","Emirates Nbd Bank PJSC","United Arab Emirates"
"emirates-nbd-bank-pjsc-dubai-are","Emirates Nbd Bank Pjsc","United Arab Emirates"
"emirates-nbd-bank-pjsc-dubai-uae-are","Emirates Nbd Bank PJSC","United Arab Emirates"
"emirates-nbd-bank-pjsc-dubai-united-arab-emirates-are","Emirates Nbd Bank PJSC","United Arab Emirates"
"emirates-nbd-bank-pjsc-uae-are","Emirates Nbd Bank PJSC","United Arab Emirates"
"emirates-nbd-bank-pjsc-united-arab-emirates-are","Emirates Nbd Bank PJSC","United Arab Emirates"
"encouragement-bank-ad-sofia-bulgaria-bgr","Encouragement Bank Ad","Bulgaria"
"energbank","Energbank","Moldova"
"engelhart-ctp-holding","Engelhart Ctp Holding","United Kingdom"
"entie-commercial-bank","Entie Commercial Bank","Taiwan"
"equity-bank-ltd","Equity Bank Ltd","Kenya"
"erliner-volksbank-eg","Erliner Volksbank Eg","Germany"
"erste-and-steiermaerkische-bank-dd-rijeka-croatia-hrv","Erste And Steiermaerkische Bank D.D","Croatia"
"erste-group-bank-ag-austria-aut","Erste Group Bank AG","Austria"
"es-citadele-banka-eesti-filiaal","Es Citadele Banka Eesti Filiaal","Estonia"
"espirito-santo-bank-of-florida-fl-us-usa","Espirito Santo Bank of Florida","United States"
"espirito-santo-bank-of-florida-miami-fl-usa","Espirito Santo Bank of Florida","United States"
"estonian-credit-bank","Estonian Credit Bank","Estonia"
"eurasian-bank","Eurasian Bank","Kazakhstan"
"eurasian-bank-almaty-kazakhstan-kaz","Eurasian Bank","Kazakhstan"
"eurasian-development-bank-almaty-kazakhstan-kaz","Eurasian Development Bank","Kazakhstan"
"eurobank-cyprus-ltd","Eurobank Cyprus Ltd","Cyprus"
"eurobank-cyprus-ltd-cyprus-cyp","Eurobank Cyprus Ltd","Cyprus"
"eurobank-cyprus-ltd-nicosia-cyprus-cyp","Eurobank Cyprus Ltd","Cyprus"
"eurobank-efg-cyprus-ltd","Eurobank EFG Cyprus Ltd","Cyprus"
"eurobank-efg-cyprus-ltd-nicosia-cyprus-cyp","Eurobank EFG Cyprus Ltd","Cyprus"
"eurobank-ergasias-s-a","Eurobank Ergasias S A","Greece"
"euroclear-bank","Euroclear Bank","Belgium"
"euroclear-bank-brussels-belgium-bel","Euroclear Bank","Belgium"
"euroclear-bank-sa","Euroclear Bank SA","Belgium"
"euroclear-bank-sa-brussels-belgium-bel","Euroclear Bank SA","Belgium"
"europe-bank-nv","Europe Bank N.V.","Netherlands"
"everbank","Everbank","United States"
"evrofinance-mosnarbank","Evrofinance Mosnarbank","Russia"
"evrofinance-mosnarbank-moscow-russia-rus","Evrofinance Mosnarbank","Russia"
"exim-bank","Exim Bank","Tanzania"
"eximbank","Eximbank","Moldova"
"expobank","Expobank","Latvia"
"expobank-riga-latvia-lva","Expobank","Latvia"
"export-import-bank-of-thailand-bangkok-thailand-tha","Export Import Bank of Thailand","Thailand"
"express-bank","Express Bank","Ukraine"
"falcon-private-bank-ltd","Falcon Private Bank Ltd","Switzerland"
"falcon-private-bank-ltd-switzerland-che","Falcon Private Bank Ltd","Switzerland"
"far-eastern-bank","Far Eastern Bank","Russia"
"far-eastern-bank-vladivostok-russia-rus","Far Eastern Bank","Russia"
"fbme-bank-limited","Fbme Bank Limited","Tanzania"
"fbme-bank-ltd","Fbme Bank Ltd","Tanzania"
"fbme-bank-ltd-nicosia-cyprus-cyp","Fbme Bank Ltd","Cyprus"
"fbn-bank-uk-ltd","Fbn Bank UK Ltd","United Kingdom"
"fidelity-bank-cayman-ltd-grand-cayman-cayman-islands-cym","Fidelity Bank","Cayman Islands"
"fidobank","Fidobank","Ukraine"
"fifth-third-bank","Fifth Third Bank","United States"
"fifth-third-bank-us-usa","Fifth Third Bank","United States"
"finance-bank-of-zambia","Finance Bank of Zambia","Zambia"
"finansbank-as","Finansbank A.S.","Turkey"
"finansbank-as-turkey-tur","Finansbank AS","Turkey"
"finansovyj-kapital","Finansovyj Kapital","Russia"
"finbank","Finbank","Rwanda"
"finibanco-angola-sa","Finibanco Angola S.A","Angola"
"first-american-trust-fsb-santa-ana-ca-usa","First American Trust, F.S.B. ","United States"
"first-bank-of-miami-usa","First Bank of Miami","United States"
"first-bank-of-nigeria-plc","First Bank of Nigeria Plc","Nigeria"
"first-bank-of-nigeria-plc-lagos-nigeria-nga","First Bank of Nigeria Plc","Nigeria"
"first-caribbean-international-bank","First Caribbean International Bank","Saint Kitts & Nevis"
"first-caribbean-international-bank-barbados-brb","First Caribbean International Bank","Barbados"
"first-caribbean-international-bank-georgetown-cayman-islands-cym","First Caribbean International Bank","Cayman Islands"
"first-city-monument-bank","First City Monument Bank","Nigeria"
"first-city-monument-bank-limited","First City Monument Bank Limited","Nigeria"
"first-clearing-llc","First Clearing Llc","United States"
"first-commercial-bank-phnom-penh-br-phnom-penh-cambodia-khm","First Commercial Bank Phnom Penh Br","Cambodia"
"first-commercial-bank-taipei-taiwan-twn","First Commercial Bank","Taiwan"
"first-gulf-bank","First Gulf Bank","United Arab Emirates"
"first-gulf-bank-abu-dhabi-uae-are","First Gulf Bank","United Arab Emirates"
"first-gulf-bank-uae-are","First Gulf Bank","United Arab Emirates"
"first-hawaiian-bank","First Hawaiian Bank","United States"
"first-intl-bank-of-israel-ltd-tel-aviv-israel-isr","First Int'L Bank of Israel Ltd.","Israel"
"first-investment-bank","First Investment Bank","Ukraine"
"first-midwest-bank-na","First Midwest Bank N.A","United States"
"first-national-bank-of-namibia-ltd-windhoek-namibia-nam","First National Bank of Namibia Ltd","Namibia"
"first-national-bank-of-omaha-us-usa","First National Bank of Omaha","United States"
"first-national-bank-sal-beirut-lebanon-lbn","First National Bank Sal","Lebanon"
"first-national-bank-sal-hazmieh-lebanon-lbn","First National Bank Sal","Lebanon"
"first-national-bank-salbeirut-beirut-lebanon-lbn","First National Bank S.A.L.,Beirut","Lebanon"
"first-sino-bank","First Sino Bank","China"
"first-sino-bank-shanghai-china-chn","First Sino Bank","China"
"first-southern-bank-florida-united-states-usa","First Southern Bank","United States"
"first-ukrainian-international-bank","First Ukrainian International Bank","Ukraine"
"first-ukrainian-intl-bank-donetsk-ukraine-ukr","First Ukrainian Int'L Bank","Ukraine"
"first-ukranian-international-bank","First Ukranian International Bank","Ukraine"
"firstbank-puerto-rico","Firstbank Puerto Rico","United States"
"firstbank-puerto-rico-coral-gables-fl-usa","Firstbank Puerto Rico,","United States"
"firstcaribbean-international-bank","Firstcaribbean International Bank","Barbados"
"firstcaribbean-international-bank-tortola-virgin-islands-british-vgb","Firstcaribbean International Bank","Virgin Islands British"
"fortebank-jsc-almaty-kazakhstan-kaz","Fortebank JSC","Kazakhstan"
"foshan-shunde-rural-commercial-bk-co-ltd-shunde-china-chn","Foshan Shunde Rural Commercial Bk Co Ltd","China"
"fransabank-sal","Fransabank Sal","Lebanon"
"fransabank-sal-lebanon-lbn","Fransabank Sal","Lebanon"
"frontier-bank-fsb-dba-el-paseo-bank","Frontier Bank Fsb Dba El Paseo Bank","United States"
"garantibank-international-nv","Garantibank International NV","Netherlands"
"garantibank-international-nv-netherlands-nld","Garantibank International N.V.","Netherlands"
"gazprombank","Gazprombank","Switzerland"
"gazprombank-invest","Gazprombank-Invest","Lebanon"
"gazprombank-moscow-the-russian-federation-rus","Gazprombank","Russia"
"gazprombank-open-joint-stock-co","Gazprombank Open Joint-Stock Co","Russia"
"gazprombank-ru-rus","Gazprombank","Russia"
"gazprombank-switzerland","Gazprombank Switzerland","Switzerland"
"gazprombank-switzerland-ltd","Gazprombank Switzerland Ltd","Switzerland"
"global-bank-of-commerce-ltd","Global Bank of Commerce Ltd","Antigua And Barbuda"
"global-bank-of-commerce-st-johns-antigua-and-barbuda-atg","Global Bank of Commerce","Antigua And Barbuda"
"global-bank-of-commerce-st-johns-antigua-atg","Global Bank of Commerce","Antigua"
"globexbank","Globexbank","Russia"
"goldman-sachs-and-co-new-york","Goldman Sachs And Co, New York","United States"
"goldman-sachs-international","Goldman Sachs International","United Kingdom"
"gonet-bank-and-trust-limited","Gonet Bank And Trust Limited","Bahamas"
"gonet-et-cie","Gonet Et Cie","Switzerland"
"gorenjska-banka-dd-kranj","Gorenjska Banka D.D., Kranj","Slovenia"
"gorenjska-banka-dd-kranj-slovenia-svn","Gorenjska Banka D.D.","Slovenia"
"grand-invest-bank-ojsc-moscow-russia-rus","Grand Invest Bank OJSC","Russia"
"great-florida-bank","Great Florida Bank","United States"
"guangdong-development-bank-guangzhou-china-chn","Guangdong Development Bank","China"
"guaranty-trust-bank-limited","Guaranty Trust Bank Limited","Nigeria"
"gulf-bank-ksc-kuwait-kwt","Gulf Bank Ksc","Kuwait"
"gunaybank-joint-stock-bank","Gunaybank Joint Stock Bank","Azerbaijan"
